0,0,0
4,5,24
4,2,12
4,21,6
5,6,10
5,14,14
2,4,8
5,8,20
1,12,8
1,16,6
3,21,6
4,16,6
1,4,14
5,10,10
1,16,10
2,5,10
1,14,8
1,8,24
