0,0,0,,,,
2,3,4,5,19,240,-1
1,12,8,13,7,1800,-1
4,21,6,20,14,-3400,-1
5,6,10,23,23,-945,1
5,14,14,15,22,2300,-1
2,4,8,21,8,500,-1
5,8,10,23,7,900,-1
1,12,8,13,23,1800,-1
1,16,6,23,8,3000,1
3,21,6,22,21,-4000,-1
4,16,6,16,14,-2700,-1
1,4,14,22,18,720,-1
5,10,10,21,14,1100,-1
1,16,10,16,9,2300,-1
2,5,10,21,9,700,-1
1,14,8,15,8,2400,-1
2,11,4,16,10,800,-1
4,5,24,6,23,-6600,1
1,8,24,11,23,2000,-1
