114,222,326,417,476,506,525,541,558,589,685,840,1007,1149,1274,1366,1434,1496,1564,1636,1714,1795,1876,1955
253,484,697,886,1022,1096,1139,1171,1204,1258,1423,1713,2047,2343,2598,2789,2931,3057,3193,3335,3490,3654,3819,3979
419,800,1139,1436,1669,1817,1905,1961,2010,2080,2280,2663,3144,3605,4001,4301,4522,4713,4917,5133,5374,5632,5893,6147
589,1138,1628,2054,2401,2650,2814,2916,2989,3075,3290,3721,4309,4926,5475,5900,6211,6470,6743,7045,7390,7760,8133,8496
733,1441,2100,2686,3164,3527,3794,3975,4094,4201,4430,4883,5530,6263,6970,7544,7968,8307,8652,9050,9512,10005,10496,10972
861,1706,2522,3280,3919,4410,4791,5076,5275,5422,5672,6140,6813,7611,8456,9195,9760,10200,10621,11100,11659,12256,12850,13428
989,1963,2917,3832,4644,5288,5795,6193,6493,6704,6984,7468,8155,8989,9935,10833,11554,12115,12625,13176,13808,14485,15166,15836
1120,2222,3303,4358,5337,6152,6797,7312,7720,8012,8329,8831,9530,10385,11395,12433,13315,14016,14633,15262,15957,16698,17452,18202
1250,2482,3689,4875,6007,6998,7791,8425,8939,9322,9684,10206,10916,11785,12831,13984,15025,15882,16625,17350,18113,18913,19730,20547
1381,2743,4076,5391,6669,7835,8779,9533,10152,10631,11046,11591,12313,13194,14262,15503,16692,17713,18594,19434,20277,21139,22015,22893
1510,3002,4462,5906,7328,8670,9770,10645,11365,11941,12414,12987,13723,14617,15701,17004,18325,19511,20536,21500,22435,23366,24303,25244
1636,3255,4842,6414,7979,9495,10753,11752,12573,13245,13778,14380,15131,16038,17134,18481,19922,21271,22441,23532,24567,25572,26570,27575
1759,3503,5215,6915,8621,10308,11725,12851,13774,14542,15134,15763,16527,17447,18554,19942,21502,23015,24330,25547,26682,27761,28819,29887
1883,3752,5589,7417,9261,11114,12690,13946,14973,15837,16486,17140,17916,18849,19970,21410,23098,24778,26237,27579,28809,29957,31074,32204
2010,4005,5967,7921,9900,11915,13650,15037,16168,17127,17832,18510,19298,20244,21383,22890,24715,26561,28161,29625,30945,32158,33332,34523
2141,4265,6355,8436,10548,12722,14620,16144,17380,18435,19198,19902,20703,21662,22822,24410,26377,28383,30118,31695,33094,34368,35598,36844
2272,4526,6745,8955,11199,13529,15591,17253,18593,19739,20554,21281,22093,23066,24258,25949,28064,30222,32083,33760,35229,36560,37839,39123
2400,4782,7130,9468,11843,14325,16550,18352,19794,21019,21874,22617,23436,24426,25672,27490,29758,32055,34026,35782,37308,38685,39998,41300
2526,5035,7511,9975,12478,15105,17491,19440,20991,22293,23191,23959,24798,25823,27156,29119,31538,33960,36024,37839,39407,40813,42141,43448
2651,5287,7890,10478,13105,15866,18406,20510,22195,23609,24600,25450,26368,27484,28946,31061,33620,36155,38305,40177,41783,43210,44546,45855
2775,5536,8263,10974,13723,16608,19283,21528,23352,24901,26027,27012,28066,29323,30936,33195,35882,38527,40774,42738,44421,45893,47244,48557
2898,5783,8634,11468,14340,17347,20145,22515,24466,26146,27410,28536,29732,31134,32892,35285,38093,40847,43198,45275,47052,48576,49942,51258
3021,6031,9006,11965,14965,18106,21039,23542,25626,27442,28847,30115,31454,33001,34902,37426,40354,43217,45667,47842,49691,51250,52624,53941
3145,6280,9380,12466,15604,18899,21995,24661,26907,28887,30460,31896,33404,35120,37181,39842,42893,45865,48403,50644,52530,54102,55477,56794
