75,153,236,324,417,515,622,736,855,977,1099,1220,1341,1462,1583,1701,1815,1922,2019,2110,2202,2297,2398,2504
150,302,455,611,774,944,1130,1331,1546,1775,2012,2250,2487,2719,2940,3147,3334,3500,3651,3798,3953,4117,4292,4478
218,431,637,841,1050,1265,1501,1759,2042,2355,2692,3037,3382,3716,4020,4296,4538,4752,4954,5156,5376,5611,5858,6114
276,540,793,1043,1295,1550,1826,2128,2464,2844,3270,3716,4167,4601,4983,5325,5629,5908,6181,6459,6759,7078,7408,7743
331,652,963,1272,1582,1890,2213,2561,2949,3391,3905,4459,5025,5563,6022,6430,6796,7135,7468,7815,8185,8576,8985,9406
398,784,1152,1510,1866,2209,2564,2950,3385,3883,4485,5156,5846,6491,7031,7504,7933,8327,8697,9082,9502,9958,10449,10964
475,933,1365,1780,2189,2578,2978,3412,3900,4459,5154,5948,6766,7523,8162,8718,9221,9680,10104,10547,11040,11587,12182,12803
558,1098,1611,2104,2587,3048,3517,4017,4570,5198,5992,6909,7854,8728,9479,10135,10728,11271,11780,12316,12915,13580,14297,15037
646,1278,1887,2477,3056,3612,4169,4749,5377,6082,6980,8019,9089,10084,10954,11722,12422,13071,13691,14345,15068,15861,16708,17577
736,1462,2171,2864,3548,4206,4858,5525,6234,7021,8028,9190,10384,11499,12492,13387,14214,14988,15733,16514,17366,18289,19268,20269
821,1641,2450,3245,4032,4792,5542,6298,7089,7963,9080,10362,11676,12909,14024,15050,16010,16916,17792,18703,19687,20743,21854,22985
903,1811,2715,3610,4502,5365,6213,7057,7931,8900,10133,11541,12977,14323,15550,16701,17795,18838,19851,20896,22013,23199,24435,25687
983,1975,2970,3964,4960,5926,6870,7800,8754,9813,11158,12686,14238,15691,17024,18289,19510,20690,21841,23022,24270,25582,26937,28302
1062,2138,3225,4316,5411,6475,7513,8526,9551,10679,12113,13737,15381,16923,18355,19723,21061,22372,23658,24972,26349,27785,29257,30732
1143,2303,3480,4666,5857,7015,8144,9236,10321,11497,12990,14682,16386,17982,19494,20961,22412,23846,25261,26705,28209,29767,31354,32939
1224,2468,3734,5013,6296,7546,8766,9939,11090,12323,13875,15636,17418,19097,20706,22287,23856,25410,26950,28521,30149,31826,33527,35222
1304,2630,3982,5350,6722,8062,9369,10620,11839,13135,14755,16590,18456,20230,21942,23639,25327,27000,28660,30354,32104,33900,35715,37520
1378,2782,4216,5669,7128,8551,9937,11261,12549,13917,15620,17540,19496,21369,23184,24990,26789,28572,30343,32154,34023,35936,37863,39776
1448,2928,4442,5977,7518,9012,10467,11860,13218,14665,16458,18470,20521,22494,24409,26313,28204,30077,31943,33861,35845,37872,39907,41923
1532,3091,4682,6295,7910,9466,10981,12434,13851,15357,17217,19299,21419,23460,25447,27426,29386,31327,33273,35290,37386,39524,41663,43780
1660,3309,4973,6661,8345,9959,11525,13027,14494,16054,17971,20111,22293,24401,26460,28509,30542,32558,34583,36694,38895,41137,43373,45583
1840,3595,5328,7089,8841,10522,12151,13710,15232,16853,18839,21053,23311,25498,27639,29773,31901,34014,36127,38330,40630,42968,45292,47584
2066,3942,5740,7570,9390,11146,12851,14481,16067,17751,19809,22100,24435,26700,28927,31158,33395,35617,37827,40121,42515,44942,47344,49707
2316,4323,6185,8082,9969,11796,13575,15277,16928,18668,20779,23122,25511,27838,30144,32470,34812,37138,39445,41831,44317,46829,49304,51730
