15,28,41,56,73,90,108,129,177,298,502,696,817,868,907,939,966,989,1014,1052,1098,1151,1210,1272
28,55,84,115,147,178,212,252,345,583,988,1374,1613,1708,1777,1834,1881,1922,1968,2036,2121,2221,2333,2451
40,81,126,172,217,261,310,368,502,847,1440,2005,2352,2484,2576,2652,2715,2772,2839,2938,3063,3212,3377,3546
52,106,165,223,279,336,400,475,643,1071,1813,2520,2952,3115,3228,3322,3402,3478,3569,3702,3870,4070,4288,4505
64,131,202,271,338,409,487,577,768,1242,2070,2860,3344,3531,3666,3781,3880,3975,4088,4246,4447,4688,4951,5212
74,153,236,316,394,479,571,676,885,1387,2275,3126,3649,3854,4007,4140,4255,4365,4494,4669,4890,5157,5452,5749
85,175,269,362,454,554,661,781,1005,1530,2474,3382,3941,4160,4327,4474,4602,4724,4866,5053,5287,5569,5882,6201
97,198,304,411,518,632,754,888,1126,1673,2674,3641,4236,4468,4647,4806,4946,5081,5237,5435,5679,5971,6295,6628
111,224,342,462,582,709,844,990,1241,1809,2866,3893,4526,4771,4962,5133,5285,5435,5609,5819,6073,6376,6713,7061
125,249,377,508,640,779,926,1084,1348,1936,3048,4136,4810,5074,5281,5467,5635,5804,5998,6223,6492,6814,7174,7546
137,273,414,560,708,864,1029,1203,1482,2093,3263,4415,5138,5437,5682,5907,6118,6332,6568,6828,7136,7504,7913,8330
174,353,542,735,927,1129,1342,1562,1883,2539,3781,5007,5794,6154,6473,6780,7078,7381,7702,8038,8425,8877,9371,9870
265,542,836,1133,1422,1722,2037,2357,2768,3504,4836,6146,7005,7439,7860,8289,8715,9146,9592,10046,10551,11120,11728,12339
406,830,1276,1724,2160,2607,3073,3542,4087,4932,6369,7770,8704,9213,9746,10317,10893,11472,12064,12662,13308,14014,14754,15495
550,1122,1719,2318,2906,3508,4133,4759,5445,6406,7955,9456,10475,11068,11713,12424,13150,13878,14617,15361,16154,17005,17888,18771
665,1357,2078,2804,3524,4263,5028,5795,6618,7704,9373,10991,12126,12836,13606,14452,15318,16187,17066,17949,18884,19877,20899,21917
743,1517,2325,3143,3960,4799,5663,6530,7455,8643,10409,12122,13353,14160,15026,15969,16934,17904,18884,19866,20903,22002,23129,24248
798,1630,2499,3382,4267,5176,6107,7039,8031,9289,11122,12900,14194,15064,15993,16999,18028,19062,20106,21151,22253,23421,24618,25805
854,1742,2668,3608,4551,5518,6506,7493,8539,9852,11739,13571,14918,15840,16822,17883,18968,20058,21158,22257,23413,24637,25892,27138
918,1869,2855,3854,4855,5879,6924,7968,9070,10438,12380,14267,15669,16646,17683,18801,19944,21092,22252,23411,24627,25912,27232,28548
989,2010,3065,4131,5198,6287,7399,8512,9681,11111,13113,15060,16522,17559,18655,19833,21036,22243,23463,24681,25956,27300,28680,30058
1052,2136,3254,4383,5513,6664,7840,9019,10253,11746,13810,15820,17345,18445,19605,20847,22115,23387,24671,25953,27292,28700,30143,31584
1120,2271,3456,4652,5848,7064,8302,9541,10837,12396,14527,16604,18195,19361,20587,21896,23232,24572,25923,27272,28679,30155,31665,33173
1212,2453,3726,5009,6288,7583,8893,10198,11562,13196,15402,17551,19212,20447,21740,23116,24520,25927,27343,28757,30229,31769,33343,34916
